Kernel Name,sm__cycles_elapsed.avg.per_second,Count,lts__t_bytes.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__cycles_elapsed.avg,dram__bytes.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,l1tex__t_bytes.sum,Time,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams),2603428401.0,2,8576,0,0,9216.48,14080,0,0,0,0,0,256,7.080263852433866e-06,0,0,0,0.0,0.0,0.0,0.0,0.0
cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),2610960401.46,2,111744,0,0,10920.05,72576,0,0,0,0,0,62464,8.36477642012013e-06,0,0,0,0.0,0.0,0.0,0.0,0.0
cudnn::gemm::computeBOffsetsKernel(cudnn::gemm::ComputeBOffsetsParams),89534841065.82,69,436544,0,0,273619.82,651328,0,0,0,0,0,185472,0.00021086503706552472,0,0,0,0.0,0.0,0.0,0.0,0.0
cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),89500221196.83,69,7819296,0,0,298593.38000000006,7024608,0,0,0,0,0,6729856,0.000230199913972165,0,0,0,0.0,0.0,0.0,0.0,0.0
cudnn::gemm::computeWgradBOffsetsKernel(cudnn::gemm::ComputeBOffsetsParams),5192593758.13,4,16896,0,0,17662.45,30080,0,0,0,0,0,1280,1.3605878543720892e-05,0,0,0,0.0,0.0,0.0,0.0,0.0
cudnn::gemm::computeWgradSplitKOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),5200152897.33,4,86272,0,0,16215.13,37120,0,0,0,0,0,24576,1.2472810180889565e-05,0,0,0,0.0,0.0,0.0,0.0,0.0
"void SpatialClassNLLCriterion_updateGradInput_no_reduce_kernel<float>(long, THCDeviceTensor<long, 3, int, DefaultPtrTraits>, THCDeviceTensor<float, 3, int, DefaultPtrTraits>, THCDeviceTensor<float, 4, int, DefaultPtrTraits>, float*, long)",1308583099.11,1,172107584,0,0,235900.7,32896128,0,1769472,0,0,0,171636960,0.00018027185293806864,3538944,0,3538944,0.10757934794028039,0.020562394275431814,0.020618775816117926,18.28293426723853,0.0
"void at::native::(anonymous namespace)::CatArrayBatchedCopy<float, unsigned int, 1>(float*, at::native::(anonymous namespace)::CatArrInputTensor<float, unsigned int>*, at::native::(anonymous namespace)::OutputTensorSizeStride<unsigned int, 4u>, int, unsigned int)",7841445274.380001,6,452170496,0,0,812013.9400000001,453155200,0,0,0,0,0,489454336,0.0006213247009347038,0,0,0,0.0,0.0,0.0,0.0,0.0
"void at::native::(anonymous namespace)::cunn_SpatialSoftMaxBackward<float, float, float, at::native::(anonymous namespace)::LogSoftMaxBackwardEpilogue>(float*, float*, float*, unsigned int, unsigned int, unsigned int)",1307409230.33,1,69427104,0,10616832,120879.98,65532576,15925248,15925248,0,0,0,84934656,9.245764615681119e-05,58392576,0,58392576,0.8910465537017803,0.8410631098770878,0.6875,588.1863369798081,0.0
"void at::native::(anonymous namespace)::upsample_bilinear2d_backward_out_frame<float, float>(unsigned long, int, int, int, int, float, float, bool, float*, float const*)",1312309217.11,1,233609120,0,7077888,9272727.05,9436608,17694720,0,0,0,0,233570304,0.007065961992113895,24772608,0,24772608,2.62516022706464,0.10604298325339354,0.10606060606060606,3.2651306486291833,0.0
