Kernel Name,sm__cycles_elapsed.avg.per_second,Count,lts__t_bytes.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__cycles_elapsed.avg,dram__bytes.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,l1tex__t_bytes.sum,Time,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_128x128x64x1_1x1x1x0x1,83327483996.60999,64,10481076320,0,130646016,13969272.649999999,2162350848,85852160,0,0,1243938816,0,10465427424,0.010729154496448878,216498176,636896673792,637113171968,294.63912970334036,60.78699863603321,60.87789310037453,55303.32141596625,55284.52872929755
Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_128x128x64x1_1x1x1x1x1,2611782172.86,2,81761696,0,2654208,323935.82999999996,41077856,1441792,0,0,8978432,0,81179488,0.00024805730995956527,4096000,4596957184,4601053184,112.00811415279317,56.27394500231502,56.67753391102935,17274.494744638305,17259.116454572002
Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_128x128x64x1_1x3x3x0x1,1310978594.41,1,400069376,0,4571136,2662904.95,126711328,2359296,0,0,254803968,0,392435200,0.002031234500208166,6930432,130459631616,130466562048,1029.6361352001613,326.10984462854765,332.45377083401286,59819.01865851587,59815.84105013398
Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_128x256x32x1_1x3x3x0x1,2620545678.0,2,3791173856,0,5308416,6928389.95,345710176,1769472,0,0,764411904,0,3790636768,0.0052877459898258644,7077888,391378894848,391385972736,1132.1216438129954,103.23609193405453,103.2507192564645,68934.20986904835,68932.9632515127
Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_64x32x64x1_1x1x1x0x1,5219381806.15,4,1234547744,0,6242304,1128642.6,549749056,3145728,0,0,53084160,0,1284797920,0.0008649626656322556,9388032,27179089920,27188477952,49.45616123440874,22.023026719005532,21.16167650084614,29274.377140456025,29264.26885893104
Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_64x32x64x1_1x1x1x1x1,1302022058.82,1,89369376,0,1040384,122819.73,45549216,524288,0,0,3538944,0,89144448,9.432999169868857e-05,1564672,1811939328,1813504000,39.814164968283976,20.292230752511912,20.343431819780857,17904.774334661048,17889.326285432722
Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_64x32x64x1_1x3x3x0x1,1309665731.77,1,751667424,0,1161216,675167.12,248708096,589824,0,0,31850496,0,765601216,0.0005155262931767471,1751040,16307453952,16309204992,65.57568995261015,21.697368372318873,21.302480522705963,29463.34839583729,29460.185059451465
cask_cudnn::computeBOffsetsKernel(cask_cudnn::ComputeBOffsetsParams),2588699022.6800003,2,8576,0,0,9429.42,13952,0,0,0,0,0,256,7.285064750585035e-06,0,0,0,0.0,0.0,0.0,0.0,0.0
cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),2587577528.63,2,111744,0,0,10888.42,66304,0,0,0,0,0,62464,8.415917884218837e-06,0,0,0,0.0,0.0,0.0,0.0,0.0
cudnn::gemm::computeBOffsetsKernel(cudnn::gemm::ComputeBOffsetsParams),92048477148.02,71,446656,0,0,296083.47,659776,0,0,0,0,0,186496,0.00022837886102336442,0,0,0,0.0,0.0,0.0,0.0,0.0
cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),92202726781.04001,71,8623040,0,0,305464.8399999999,7599136,0,0,0,0,0,7504128,0.00023522084863611406,0,0,0,0.0,0.0,0.0,0.0,0.0
